data_type,data_group,pressure_level_label,variable,lead_hour,case_count,valid_case_count,n_total,rmse_monthly_pooled,mae_monthly_weighted,bias_monthly_weighted,corr_monthly_weighted_mean,rmse_daily_mean,mae_daily_mean,bias_daily_mean,corr_daily_mean,pred_mean_monthly_weighted,truth_mean_monthly_weighted,diff_std_daily_mean
gdas,upper,850,t,12,31.0,31.0,175770.0,0.5085615233870318,0.38224347148148036,-0.03517858033539145,0.885056946349858,0.5056570175106676,0.38224347148148047,-0.03517858033539145,0.8850569463498578,293.2534749643248,293.2886535446602,0.49602081991515845
gdas,upper,850,t,24,31.0,31.0,175770.0,0.5281903026927868,0.39398017992248724,0.051806420385210196,0.8626144388990431,0.5238695600798081,0.3939801799224872,0.0518064203852102,0.862614438899043,293.0202237289541,292.96841730856886,0.5117762784777559
gdas,upper,850,t,48,31.0,31.0,175770.0,0.5474878946691691,0.40897086302412244,0.028105793562454653,0.8424393538066914,0.5432993335178175,0.4089708630241224,0.028105793562454653,0.8424393538066918,293.0097959370094,292.98169014344694,0.5328902149580619
gdas,upper,850,t,72,31.0,31.0,175770.0,0.5861199615344701,0.43428077956016964,-0.007534956890018731,0.8192895960314033,0.579915791046557,0.4342807795601696,-0.0075349568900187295,0.8192895960314033,292.99424776901,293.0017827259,0.5672994154731172
gdas,upper,925,t,1,31.0,31.0,175770.0,0.707516065538486,0.5584964562732014,-0.24992356264273136,0.8310036913453251,0.7044665152716605,0.5584964562732014,-0.24992356264273133,0.8310036913453251,296.42476871106555,296.6746922737083,0.6515295420791226
gdas,upper,925,t,3,31.0,31.0,175770.0,0.6011303959314561,0.4660817098717929,-0.1773402739962857,0.8645646023347989,0.5985375297346097,0.46608170987179287,-0.17734027399628574,0.8645646023347989,296.56265428530827,296.7399945593046,0.5662200555830026
gdas,upper,925,t,6,31.0,31.0,175770.0,0.5466392105340822,0.42089754473452967,-0.1364351554610606,0.8941413014078695,0.5441821475987033,0.4208975447345296,-0.13643515546106058,0.8941413014078697,296.7973971191795,296.93383227464057,0.520900730273161
gdas,upper,925,t,12,31.0,31.0,175770.0,0.6010005879213534,0.4655881410438046,-0.20250175316775826,0.904136326922842,0.5970990849294553,0.4655881410438047,-0.20250175316775823,0.9041363269228418,296.9348077440151,297.1373094971828,0.5563680361775873
gdas,upper,925,t,24,31.0,31.0,175770.0,0.5744588472782312,0.4332340399993933,-0.08737035889046896,0.8738285164605927,0.5697207554951116,0.43323403999939325,-0.08737035889046894,0.8738285164605928,296.6059536093296,296.69332396822006,0.5535626738556472
gdas,upper,925,t,48,31.0,31.0,175770.0,0.5979338499182314,0.4479515001460093,-0.07879191525202055,0.8554694419240998,0.5942457824871711,0.4479515001460094,-0.07879191525202055,0.8554694419240999,296.64869213990806,296.72748405516006,0.5805645466939786
gdas,upper,925,t,72,31.0,31.0,175770.0,0.6438846462838578,0.4731742229072105,-0.09667459689642358,0.8345431957948141,0.6357116443229328,0.47317422290721045,-0.09667459689642356,0.8345431957948142,296.66656599216793,296.76324058906437,0.6177279429775098
gdas,upper,100,u,1,31.0,31.0,175770.0,3.053681703542047,2.20744284336468,-0.36310783814683995,0.906323968444269,2.958993455761138,2.20744284336468,-0.36310783814684,0.9063239684442689,-13.081083878717603,-12.717976040570763,2.864044282292448
gdas,upper,100,u,3,31.0,31.0,175770.0,3.065819763463717,2.205960183741256,-0.476298717981232,0.9142894916520918,2.960541380570356,2.2059601837412557,-0.47629871798123197,0.9142894916520917,-13.18380455408391,-12.707505836102678,2.8441370556051697
gdas,upper,100,u,6,31.0,31.0,175770.0,2.9694458815901084,2.119112778567899,-0.24168957528274757,0.9272890337015968,2.8551568190502064,2.119112778567899,-0.24168957528274754,0.927289033701597,-12.367690504099135,-12.126000928816389,2.772296658596554
gdas,upper,100,u,12,31.0,31.0,175770.0,2.8796292182309093,2.117504461329633,-0.4608929321194438,0.9322126156172645,2.798298478042364,2.117504461329633,-0.46089293211944377,0.9322126156172644,-12.029339706115758,-11.568446773996314,2.705114956942383
gdas,upper,100,u,24,31.0,31.0,175770.0,2.9249068884572376,2.2024744777486287,0.4580232130109148,0.9220480747236798,2.840996138096814,2.2024744777486287,0.4580232130109148,0.9220480747236798,-12.058765605917941,-12.516788818928855,2.607033655882147
gdas,upper,100,u,48,31.0,31.0,175770.0,3.3043749722764875,2.514270682212008,0.466331988674467,0.9032763356173558,3.2164506244093003,2.514270682212008,0.466331988674467,0.9032763356173558,-11.957431604764958,-12.423763593439425,2.978920307750766
gdas,upper,100,u,72,31.0,31.0,175770.0,3.70715285613436,2.8009240049764337,0.3235411635639928,0.8781302595655123,3.5900416062026173,2.8009240049764337,0.3235411635639929,0.8781302595655125,-12.067392169537381,-12.390933333101374,3.363062076076599
gdas,upper,1000,u,1,31.0,31.0,175770.0,1.4915657658855797,1.0898764212670733,0.009861365857001555,0.9556640987670136,1.4809735280455467,1.0898764212670733,0.009861365857001559,0.9556640987670136,0.9157483634581813,0.9058869976011799,1.4673710751858444
gdas,upper,1000,u,3,31.0,31.0,175770.0,1.4629356312523503,1.0590529102565192,0.07905064749288722,0.9567695130109155,1.4508219998325524,1.0590529102565192,0.07905064749288722,0.9567695130109154,1.0407980455069157,0.9617473980140284,1.4360011797119423
gdas,upper,1000,u,6,31.0,31.0,175770.0,1.3976959083128677,1.0286029659579778,0.030376471590005737,0.9602168922710557,1.3864902346492065,1.0286029659579778,0.03037647159000573,0.9602168922710556,1.1120434611245582,1.0816669895345525,1.3751828817162441
gdas,upper,1000,u,12,31.0,31.0,175770.0,1.5505693864187902,1.1419196161182779,0.24888347142528128,0.9464744057289199,1.5347932207080428,1.1419196161182779,0.24888347142528128,0.94647440572892,0.4545517710020097,0.20566829957672847,1.5005325912372807
gdas,upper,1000,u,24,31.0,31.0,175770.0,1.5816067594905596,1.1598956038199004,-0.1687522901479115,0.9497265334724502,1.5649518573840273,1.1598956038199002,-0.16875229014791152,0.9497265334724502,0.9611911595662035,1.129943449714115,1.5347098319577985
gdas,upper,1000,u,48,31.0,31.0,175770.0,1.8553401058348213,1.3322676057639997,-0.09743641718801949,0.9316281761207715,1.8214650956744396,1.3322676057639997,-0.09743641718801947,0.9316281761207718,1.1822476029017663,1.2796840200897857,1.7931466095687987
gdas,upper,1000,u,72,31.0,31.0,175770.0,2.11990262499584,1.5015426939323304,-0.009836779117170739,0.9044655862284607,2.059226527113923,1.5015426939323302,-0.009836779117170739,0.9044655862284605,1.3858196258788602,1.395656404996031,2.0281632998758603
gdas,upper,150,u,1,31.0,31.0,175770.0,3.240287098364535,2.4221332175013806,-0.26545016614505845,0.9392638662396734,3.1915296703225438,2.42213321750138,-0.2654501661450585,0.9392638662396736,-5.751253213790108,-5.4858030476450494,3.1541521576212643
gdas,upper,150,u,3,31.0,31.0,175770.0,3.1535160558389723,2.3481496093915193,-0.2389267372406471,0.9436707441808595,3.098231009081885,2.348149609391519,-0.2389267372406471,0.9436707441808594,-5.956931670459151,-5.718004933218504,3.056948159191578
gdas,upper,150,u,6,31.0,31.0,175770.0,3.2174068361551664,2.4103765088876,-0.0881093418917528,0.9446093148699741,3.161986451026938,2.4103765088875995,-0.0881093418917528,0.9446093148699742,-5.548866668034237,-5.460757326142485,3.1315125728354802
gdas,upper,150,u,12,31.0,31.0,175770.0,3.458137144735463,2.673937776815317,-0.3942599068577056,0.943891250379244,3.4127114335981203,2.673937776815317,-0.3942599068577057,0.9438912503792442,-5.183310516860635,-4.789050610002929,3.3297780533563177
